ID,Name,Description,Graphic,Movie Filename,Flags
5028,,"“We have Astex where we want them now!” gloats your contact. “The data we have will put them out of business in this region of space, and expose the Confederation conspiracy. However, we still have to get that data to the rest of the galaxy. We have contacts waiting for you on <RST> who will pay you a sizable sum in exchange for these files. Be careful, as Astex will stop at nothing to keep that data from reaching the public!”",-1,,0x0000
5029,,"“Great,” says the man. “I’ll have the lumber loaded aboard your ship... the <PSN>, right?” He turns to leave, then stops. “Oh, and one other thing - I think the local pirates are on to our little business, and they may want a piece of the pie. I’d be on the lookout.”",-1,,0x0000
5030,,"“We’ll load our gear aboard your ship and be ready to depart at 1800 hours,” the GreenSpace rep says. “All you have to do is take us to <DST>.”",-1,,0x0000
5033,,"“Our listening posts have picked up increased FTL comm traffic on Rebel command frequencies in the past week,” the officer continues. “We think this indicates that the Rebels are amassing a fleet in some secret location and preparing for a strike on one of the Core Worlds. Your mission is to find Rebel <SN> and report back here with its location. However, do not attempt engage the Rebels, for we estimate they have at least a half-dozen cruisers and destroyers assembled already!”",-1,,0x0000
5035,,"“We need more intelligence on Confederation warship construction plans if we are to secure our hold on the Fringe regions,” says the Rebel. “To gather this data, we have decided to insert a commando team onto the Earth’s moon and have them infiltrate the Terran Naval Yards research facility there. To do this without attracting attention, we need to transport the commando team to Luna in a harmless-looking civilian ship. Your first mission will be to take these orders to <RST> and pick up the special-ops team.” The commander chuckles. “I hear the wireheads on <RST> have cooked up a new toy for you to play with.”",-1,,0x0000
5036,,"“The cloaking device has been installed,” the garrison commander informs you. “It will render you invisible on all known scanners for short periods of time, but there have been some problems with the power consumption of the degenerator matrix. While in use, the cloak will draw power from your shield and weapon systems, as well as siphoning fuel from your tanks to feed the subspace vortex compensators. Use it wisely, but just get the commandos onto <DST>!”",-1,,0x0000
5037,,"“We got the data we needed,” whispers Major Davies as you sit down. “And we got off Luna all right, but I think they may be onto our trail. Let’s hurry up and get into your ship before we’re spotted. The nearest freeport is <DST>, so I’ve arranged for someone to meet us there.”",-1,,0x0000
5038,,"“Three days ago,” the officer tells you, “a Rebel raiding party breached the Confederation’s patrol network and infiltrated our high-security weapons research facility on <RST>, in the <RSY> system. Nothing has been heard from the facility since, though we have reason to believe that it is still intact. Your mission is to proceed to <RST> and investigate.”",-1,,0x0000
5043,,"“Excellent,” says the Confederation officer. “I’ll have someone load the cargo - a set of records and documents - aboard your ship. The shipment is bound for <RST>, in the <RSY> system. Watch out for pirates along the way,” he chuckles as he turns to go.",-1,,0x0000
5044,,"“Great,” says the Rebel officer. “I’ll have someone load the cargo - small packages, mostly, along with some documents - aboard your ship. The shipment is bound for <RST>, in the <RSY> system. Watch out for pirates along the way,” she chuckles as she turns to go.",-1,,0x0000
5045,,"“Great,” says the first man. “We’re with the operations department of Starbound Shipping. We have some extra packages that need to get to <RST>, but all of our courier ships are out on other assignments. We’ll load the cargo into your ship, and all you have to do it take it to <RST> for an easy ten thousand.”",-1,,0x0000
5046,,"“Today’s been a real nightmare,” says the Starbound Shipping rep. “One of our couriers is down for engine repairs, and suddenly we have this set of documents that needs to get to the <RSY> system, ASAP. We’ll load them aboard your ship, and all you have to do it get them to <RST> by <DL>.”",-1,,0x0000
5047,,"“Excellent,” smiles the man. “There’s a shipment of uridium waiting for pickup on <DST>. It needs to get to the <RSY> system. However, our chief rival, Consolidated Express, will most likely try to stop you from making the delivery, so that we will not receive the profits from this lucrative job. Your mission is to go to <DST> and pick up the uridium, then deliver it safely to <RST>. Good luck!”",-1,,0x0000
5048,,"“<SN> will be arriving in this system soon,” says the man. “Your job will be to escort this courier ship to its destination on <RST>. Unfortunately, our rivals at Consolidated Express want to make sure this ship never reaches <RST>. Protect the ship at all costs!”",-1,,0x0000
5049,,"“Okay, here’s the story,” says the Starbound rep. “A small convoy of couriers belonging to our rivals, Consolidated Express, has been operating in the <RSY> system lately. That’s Starbound territory, and ConEx knows it - they’re just getting greedy. Your mission will be to destroy this convoy, to send a message to ConEx to stay out of our sphere of influence. Beware, those couriers might have an armed escort. We’ll have someone waiting for you on <RST> with your payment.”",-1,,0x0000
5056,,"Docking Bay 94 is dimly-lit and seemingly deserted. It takes you a few seconds to notice that the Rebel officer is standing in the shadows, waiting for you. “Thank Zarquon,” he says. “I was beginning to think you wouldn’t come. We have a very special and delicate mission, captain, and your outstanding record in the past prompted us to call upon you. We’ve been losing ships in the Nexus system for the past four months, and we want to know why. Go there and find out any information you can, then go to <RST> for further orders.”",-1,,0x0000
5057,,"“Good,” he says. “Make a pass through Nexus and the surrounding systems. You will jump into each system first, and Red squadron will drop in just behind you to provide cover. Come back here when you’re finished.”",-1,,0x0000
5058,,"“You wouldn’t have been so quick to volunteer if I’d have told you all the details,” he says. “Talmadge Renyolds had orders to close down his intelligence operation and get back to Rebel space. He stowed away on a Confed transport... and that’s the last we heard of him. Our last report from him said that he had been discovered while the transport was in the Barnard system, and that he had managed to disable the ship and subdue the flight crew. We assume he is still alive, so your mission is to rescue him and carry him safely to Rebel HQ on <RST>. The Confeds will surely be hot on your trail. Good luck!”",-1,,0x0000
5059,,"Admiral Davies leads you to his office. “My friend, the aliens are back,” he tells you bluntly. “There’s no other explanation for it. The data Talmadge Renyolds brought back to us indicates that the Confeds have had no unusual warship activity in the Nexus system in the past year, and pirate activity alone couldn’t account for the number of ship’s we’ve lost. High Command agrees with me, and I’ve been authorized to send you to <DST> to retreive information from the archives there. Return back here as fast as you can!”",-1,,0x0000
5060,,"“Are you up on your Great War history?” the Admiral asks. “During the War, we thought all alien ships had been accounted for. Well, it turns out that an alien battlecruiser that was listed as ‘missing, presumed destroyed’ was only missing after all. We think it’s been hiding out deep in the Serpens nebula all these years, and now it’s decided to strike. It’s moving away from the nebula now, probably toward the Trugati asteroid belt. I’m sending a Manta squadron along with you for escort - locate the aliens, but don’t engage them! Report back here on the double when you’ve pinpointed their position.”",-1,,0x0000
5061,,"“Good,” the Admiral says. “The cruisers Hyperion and Fearless  will accompany you for this mission. We think the alien battlecruiser has moved somewhat since you sighted one of its fighter escorts; it seems to prefer sticking to uninhabited systems until it strikes. Find the aliens, engage them, and leave none alive! I sure wish I were going with you - hopefully you’ll make it back here in one piece. Good luck and Godspeed!”",-1,,0x0000
5062,,"After wandering around for almost a full hour trying to find it, you finally chance upon maintenance access tunnel 7. The man from the bar is waiting for you inside. “Greetings, captain,” he says as he shows you his Confed Intelligence Bureau credentials. “I’ll get right to the point - we’ve been losing ships in the Risa system for the past five months. You’ve been chosen for this mission because of your outstanding record. Go to the Risa system, gather what information you can, and proceed to <RST> for further orders.”",-1,,0x0000
5063,,"“A convoy of three Confed light freighters carrying industrial goods to the <RSY> system will be passing through this sector this week,” your contact tells you, “and we don’t want them to fall victim to whatever has been making ships disappear in the Risa system. Rendezvous with the convoy in the Kathoon system, and escort them safely to <RST>.”",-1,,0x0000
5064,,"Your interest piqued, you continue reading: “CBI special agent Sheridan has implemented a successful infiltration of the Rebel high command for the last year. The data he has collected is now of the utmost importance to the Confederation. Fight your way through Rebel patrols to <DST> to rescue agent Sheridan, then proceed ASAP to a briefing before the Confed Joint Chiefs on <RST>. Good luck, captain! / Signed Adm Sykes, CSN.”",-1,,0x0000
5065,,"“Ah, <PN>, at last we meet,” says Admiral Sykes as you’re ushered into his office. “I’ve heard quite a bit about your career - especially that Ruby affair.” He pauses for a second. “The aliens are back, captain. The Rebels have been tracking an alien warship - one that was presumed destroyed in the Great War - moving through the Fringe systems. Your mission is to pinpont the aliens’ location for us; we think they’re on the move toward the Trugati asteroid belt. Find the aliens - do not engage them - and return here immediately.”",-1,,0x0000
5066,,"“Outstanding, I knew you’d do it,” the admiral says. “We’ve managed to free up a cruiser, the U.S.S. Agamemnon, from deepspace patrol duty to act as a military escort for you. Long-range probes indicate that the aliens have moved from where you spotted them - possibly toward the Trugati Asteroid Belt. Dozens of ships like these laid waste to entire planets during the Great War - I’m sure I don’t need to tell you the threat that this one represents to the human race. Locate the alien battlecruiser, and terminate with extreme prejudice. Good luck!”",-1,,0x0000
5069,,"“Great,” says the freighter captain, “I’ll have them sent over in a shuttlepod. When you get to <DST>, they’ll give you your payment.”",-1,,0x0000
5070,,"“Great,” says the freighter captain, “I’ll have the <CT> sent over in a shuttlepod. When you get to <DST>, they’ll give you your payment.”",-1,,0x0000
5072,,"“So, if it isn’t <PN>, the infamous Confederation dupe,” snarls the port governor, his contempt clearly audible. “Here’s the deal. The Confeds trust you - that’s why you’re going to be our ace in the hole. Word is that the Confed frigate <SN> is going to be making a sweep through this sector soon. Your job will be to destroy it and then come back to <RST>. Oh, and don’t even think of backing out on this one - we’ll be watching your every move.”",-1,,0x0000
5073,,"As soon as all of the precious technology is loaded on to your ship, you cut your link to the other vessel, letting it drift away into space.  Your executive officer offers some advice:  “Captain, let’s take these parts to <RST>.  They have both the need for these parts and the technology and facilities to assemble them.”  It sounds tempting - however, your conscience tells you to abort the mission to try to score points with the Confeds...",-1,,0x0000
5074,,"“Excellent,” he says. “I’ll have the <CT> sent over in workpods. You’d better watch out for those pirates on your way to <RST>... they’ll be after you now. Good luck!”",-1,,0x0000
5075,,"“Ay, here’s the deal. The Confederates have stumbled on one of our weapons outposts on an uninhabited planet near one of their new manufacturing outposts. They’re tryin’ to retrieve the weapons, and we need you to retrieve whatever you can salvage and relocate it before the Confeds confiscate all of it.  Pick up the goods in the <DSY> system and deliver them to <RST> in the <RSY> system. Make sure you have at least 20 tons of free space in your cargo bay. Oh, and expect Confederate resistance.”",-1,,0x0000
5076,,"“Good. Thanks.” He makes a mark on his clipboard. “We’ve got a lot of bases needing these supplies. We’ll load a few tons of cargo back onto your ship, and you can take them to <DST>.  The Confeds have started to crack down on our supply lines, so you should expect resistance.  The amount of Confed opposition varies from week to week, but just to be safe, we’ll be sending a small Manta escort along with you.  I’ll tell <DST> you’ll be there by <DL>.  Thanks again, and don’t forget to return when you’re done - we could always use more help!”",-1,,0x0000
5081,,"The man in the uniform turns to you, still shaking.  “Thanks, pal.  You just saved my life.  Look, I need your help.”  You quickly agree.  “I’m working for United Galactic Express,’ he says, “and I’m shipping a valuable load of luxury goods through these parts.  Those thugs pummeled my ship, but I managed to land here and hide my cargo.  I’m sure they’ll be scanning every ship that leaves, and I’m history if I eat another missile.  I need you to carry my cargo through their trap.  I’ll take off behind you, and we’ll rendezvous at <DST> by <DL>.  Thanks again, pal.”",-1,,0x0000
5082,,"“Oh, hello.  So you’re interested in a job, eh?  I’ll take you to the boss.”  He leads you to a large, tidy office on the opposite side of the landing area.  “I've heard good things about you, <PN>,” says the UGE boss, who introduces himself as Chris Richards.  “I’d love to have you on our UGE staff.  In fact, I’ve got your first assignment ready now.  We have a shipment that needs to go to <DST> by <DL>.  It’s not as tight a schedule as most of our other shipments, so you should be able to make it.  One or two lost shipments won’t matter, but just keep in mind that we pride ourselves on timeliness and speed.  I’ll contact you about further missions through our connection with mission computers across the galaxy.”",-1,,0x0000
5089,,"“All right, I thought so,” says Benedict.  You sit down at the small table as the other two UGE employees lean in toward you.  “Did you know that UGE makes almost 400,000 credits on every shipment we make?  Well, I’ve got a way to get some more of what we deserve.  UGE doesn’t care if we lose a shipment to pirates, so I suggest we fly the <CT> I have in my holds to pirate system <DSY> to pawn off the the goods.  We’ll make at least 750,000 credits, which is enough for 250,000 credits each.  <PN>, you take the shipment to the pirates by <DL>.  As soon as we have the money in our hands, the two of us will blast each others’ ships a bit and then tell UGE we were all attacked by pirates.”",-1,,0x0000
5091,,"“Your job back, eh?  I’ll have to think about that one,” says Richards.  “Come by my office in a few hours.”  You sit down to the bar to pass time after Richards departs.  After an hour, you meet him in his office.  “Yes, I'll restore your commission,” he says, “if you can deliver this 25 ton shipment to pirate system <DSY> by <DL>.  I'll only pay you 50,000 credits.  None of our other pilots are crazy enough to actually undertake this mission and I’m desperate for help here, so I’ll give the mission to you and then put you back on our payroll if you can complete it.”",-1,,0x0000
5092,,"The leader steps forward and says, “Thank you for accepting this dangerous mission.  You are to proceed to <DST> in the <DSY> system to retrieve one of our covert operations specialists.  You will then return to this station to drop off the spy and claim your reward.  Be forewarned:  Rebel forces have been alerted to the spy’s presence and will be expecting you.  Also, you must return to this outpost by <DL> if the spy’s information is to be of any use to us whatsoever.”",-1,,0x0000
5093,,"“The data retrieved by the spy you escorted shows several peculiar readings.  We have distributed this information along secured Confed lines, but we still can’t make heads or tails of the readings.  We require your assistance in transporting this data and to the <DSY> system, where one of our pirate contacts will aid you.  We have also given you a small load of tritanium ore to be used as payment for our pirate contact.  You must return the pirate’s analysis to <RST> in the <RSY> system by <DL>.”",-1,,0x0000
5094,,"“There is another delivery scheduled by the Jericon Corporation within the next month.  It should be leaving from Ruby, where the Jericon Corporation is based.  Search the area for the Rebel Cruiser that is transporting the munitions, and disable it.  Retrieve the munitions onboard, and return to <RST> in the <RSY> system.  Be sure to avoid destroying the ship until you have retrieved the cargo!”",-1,,0x0000
5095,,"“There is another delivery scheduled by the Jericon Corporation within the next month, and it should be leaving from Arrakis.  Search the area for the Rebel Cruiser that is transporting the munitions, and disable it.  Retrieve the munitions onboard, and return to <RST> in the <RSY> system.  Be sure to avoid destroying the ship until you have retrieved the cargo!”",-1,,0x0000
5096,,"Your mission contact explains that this planet’s industries, like most in the Confederation, produce more waste than they know what to do with.  So, they have decided to hire individuals like yourself who are willing to provide transportation for a small portion of this toxic waste to a specialized refinery.  The officer promises that the job will pay well.  You must deliver the cargo to <DST> in the <DSY> system, but you only have one month to complete your assignment before you must jettison the cargo.",-1,,0x0000
5097,,A corporate executive meets you over lunch.  “Some of the industrial byproducts that are refined at our plant are used to produce biological weaponry.  We would like to enlist your help in transporting these goods to <DST> in the <DSY> system for the final stages of manufacturing.”,-1,,0x0000
5098,,"“Just yesterday, we received reports of a Rebel attack on <DST>.  They’re requesting huge amounts of supplies;  we need you to deliver these munitions to <DST> within a month.  Watch out for Rebel resistance, especially near the <DSY> system.  Remember, you need to be there by <DL>.  Good luck, <PN>.  Oh, and don’t forget to return to this station if you’d like to run more of these missions for us in the future.”",-1,,0x0000
5099,,"“Thanks for volunteering,” says the Rebel officer.  “We’ve heard rumors of a fleet of Confed warships amassing near this system, probably to demonstrate the Confed Navy’s power to frighten us into submission. We need your help locating them.  If our sources are reliable, you’ll find the Confederate ships nearby.  You need not engage them;  just scan them and return to this location.  Oh, and you only have about fifteen days before their scheduled time of attack...”",-1,,0x0000
5100,,"“Here’s the situation, captain,” says the Confed officer quietly. “The frigate <SN>, which was on patrol near the <RSY> system, was supposed to put into port yesterday, but is overdue. Confed intelligence gives us reason to believe that the officers and at least some of the ship’s crew are intending to defect to the Rebellion. Your mission is to locate and destroy the <SN>... leave no survivors, so that we may send a clear message to others considering this traitorous course of action!”",-1,,0x0000
5101,,"“Good,” says the officer. “Here’s the situation: a small convoy of Rebel freighters will be passing through the <RSY> system in a few days - the destruction of this convoy will hamper the Rebellion’s military efforts for the next several weeks. We have received word through our spies that the convoy is being accompanied by one of the Rebels’ new escort carriers. Your mission is to completely destroy the convoy, and then meet one of our operatives on <RST> for payment.”",-1,,0x0000
5102,,"The Rebel Commander gives you your briefing. “We’ve got a spy on Earth that we need to get out. We think her cover may have been blown and she’s got information that’s just dangerous and important enough that she can’t transmit it over sub-space. Go to Earth and pickup the spy, and then return her to Palshife. We may have further instructions for you if you’re willing.”",-1,,0x0000
5103,,"“Our spy has informed us that there is a scientist on Ruby that wishes to defect,” the Rebel officer says. “Sources say that the scientist has a great deal of useful information, including something very juicy regarding the abandoned Astrodyne Outpost. We’ve got a SEAL team ready to go. Their equipment is en route. Take them to Port Oread in the Tiber system. Meet the SEAL commander in the bar a day or two later if you wish to continue the mission.”",-1,,0x0000
5104,,"“OK... here’s the story,” the SEAL commander begins. “There’s a scientist on Ruby disillusioned by the Confederation’s promises of peaceful intents. He’s got information on the Astrodyne Outpost. We thought the outpost had been completely ‘wiped’ when the ’Feds deserted it. Aparently, this may not be the case. That facility could hold a bulk freighter’s worth of information about weapons research. Go to Ruby, get the scientist out, and return here. We’ve still got maybe a week’s worth of work to do on our equipment. Damn ‘common carriers’ knocked the hell out of our stuff! Anyway...get the scientist and get back here ASAP.”",-1,,0x0000
5105,,"The SEAL commander looks worried. “Alright. This is it,” he says. “I quickly spoke with the scientist. He’s got codes to the computer core on the Outpost. It was supposed to have been destroyed, but, apparently, the virus they put into their own computer system was disabled by a latent virus protection program that no one knew was there. Until now. Much of the data on the facility was destroyed, but some still remains. My superiors want that data at all costs. We need to get the outpost and back to Palshife with any of the data we can recover. This is not going to be fun. The Confeds know we’re coming. The good news is that we should be able to get in and out quickly.”",-1,,0x0000
5106,,"The officer welcomes you back to Rebel space and begins the briefing. “We’ve recovered some very important information from the data you helped us obtain. That data suggested a Confederation secret weapons testing facility exists on an uninhabited world, P-0805. We sent our SEAL team in again, but have lost contact with them and their vessel. We think they’re still alive on a surface but they must be on the run or in hiding. The system is heavily patrolled. We need you to land on P-0805 and rendezvous with the SEAL team. Then, get them home to Palshife. We’ll try to have some ships meet you in the system for cover so that you can land and get out again.”",-1,,0x0000
5107,,"“It seems that the explosions on P-0805 didn't destroy the whole facility,” the Rebel officer begins. “They crippled it, but didn’t destroy all the data. More importantly, one of the weapon prototypes has survived. A spy has informed us that the Confederation plans to move the prototype to Ruby. They’re shipping it on an executive transport in an attempt to make the transfer with as little fanfare as possible. The transport will probably be guarded, but we’re not sure. Search the systems near Ruby. Find the transport. Board it and recover the weapon, then return here.”",-1,,0x0000
5108,,"“There are some pirates who do not want me to get to <RST>,” the old man tells you. “I have heard that you are just the pilot to get me there, though.  I am entrusting my life to you.”  Your passenger enters your ship and straps himself in, then falls asleep.",-1,,0x0000
5109,,"The man in the robe takes you into a back room before continuing. “I am a member of a secret organization known as The Artemis Group. Our mission is one of peacekeeping and neutrality. We are paid by large corporations, and use behind-the-scenes methods to make sure that all of the various factions in the galaxy stay roughly equal. Right now I need you to retreive some secret documents from our agent on <DST>.  Once you have them, return here and we will pay you for your services.”",-1,,0x0000
5110,,"“Your assistance is appreciated,” Lucas says. “A ship in the <RSY> system has been disabled by pirates. Luckily the pirates didn’t realize that one of my agents was on board. He can’t hide forever, though, and the pirates will most likely return to finish the job. I need you to go get that agent off the ship as soon as you can. I will meet you on <RST> as soon as you have rescued him.”",-1,,0x0000
5111,,"Joseph continues the briefing: “We need to gather our forces together. Our most experienced pilots - a mercenary group called the Hunters - are on <DST>. I need to go there to brief them and rally them for battle. This won’t be an easy mission. The pirates know who you are now, and they will be looking for us. When we get to <DST>, the Hunters will help us, but until then we will be on our own.” Joseph quickly says goodbye to his father and leaves to board the <PSN>.",-1,,0x0000
5112,,"Lucas quietly tells you that this will not be an easy mission. The pirates, it seems, will be doing everything they can to stop you and the Artemis Group.",-1,,0x0000
5113,,"“Glad to have you on board one last time,” Joseph says. “Many of our mercenaries work as escort pilots for United Galactic Express when they aren’t working for the Artemis Group. My father, with the help of the Hunters, has convinced UGE to help us out this time. Normally, UGE doesn’t consider us an ally, ever since we thwarted their hostile takeover plans at the battle of New Wessex... but this time, old animosities have been cast aside. Now we fight for the same goals. If we both survive, I’ll buy you a drink on <DST>. Good luck.”",-1,,0x0000
5114,,"“Due to our continued success at disrupting their supply lines,” the officer tells you, “the Rebels are rushing into production a new type of warship, which they call an escort carrier. Our intelligence is sketchy at the moment, but we do know that they are some sort of converted freighter, like the Rebel destroyer, but they are also capable of carrying starfighters. The prototype, the <SN>, was sighted near the <RSY> system three days ago. Your mission is to locate and terminate this ship, and then return to <RST>.”",-1,,0x0000
5115,,"“Good,” the officer says. “Your target is the Rebel escort carrier <SN>. Locate and destroy this ship, then return to <RST> for your payment.”",-1,,0x0000
6000,,These passengers need to get to <DST> in the <DSY> system.,-1,,0x0000
6001,,Get this criminal to <DST> in the <DSY> system. Watch out for Confederation patrols.,-1,,0x0000
6002,,"Get these drugs to <DST> in the <DSY> system, and watch out for Confederation patrols.",-1,,0x0000
6005,,Land on <DST> in the <DSY> system and return to <RST> with ore samples.,-1,,0x0000
6006,,Ambush a Confederation military convoy and take the stolen munitions to <DST> in the <DSY> system.,-1,,0x0000
6007,,Get this shipment of <CT> to <DST> in the <DSY> system before <DL>.,-1,,0x0000
6008,,Get this shipment of <CT> to <DST> in the <DSY> system.,-1,,0x0000
6017,,Destroy the pirate ship <SN> (it should be somewhere near the <RSY> system) and then return to <RST>.,-1,,0x0000
6018,,"Destroy a Confederation consular ship as it passes through a system near the <RSY> system, and then return to <RST> for payment.",-1,,0x0000
6019,,Destroy or drive off all pirates in the <RSY> system.,-1,,0x0000
6020,,Destroy or drive off all Confederation warships in the <RSY> system.,-1,,0x0000
6021,,"Rescue the passengers of the <SN>, which is adrift near <RSY>, and return them to <RST> before <DL>.",-1,,0x0000
6022,,Salvage the ore from a convoy of freighters that are adrift in the <RSY> system and bring it back to <RST>.,-1,,0x0000
6023,,Escort a merchant freighter convoy to <RST> in the <RSY> system.,-1,,0x0000
6024,,"Look for any suspicious ships entering or leaving the <RSY> system, then return to <RST>.",-1,,0x0000
6025,,Go to the Antares system and report back to <RST> with what you see there.,-1,,0x0000
6026,,Disable an Astex freighter and bring a sample of ore from its hold back to <RST>.,-1,,0x0000
6027,,Destroy an Astex freighter convoy headed toward <RST>.,-1,,0x0000
6028,,Escape Astex mercenaries as you convey the pivotal data to agents on <RST>.,-1,,0x0000
6029,,Take a black-market shipment of <CT> to <DST>. Watch out for pirates who may be trying to stop your shipment.,-1,,0x0000
6030,,This environmental survey team is needed on <DST> in the <DSY> system.,-1,,0x0000
6031,,Destroy or drive off all enemy ships in the <RSY> system.,-1,,0x0000
6033,,Locate a secret Rebel fleet and return to <RST> to report the fleet’s location.,-1,,0x0000
6034,,"Destroy a Confederation convoy passing through the <RSY> system, then return to <RST> for payment.",-1,,0x0000
6035,,Proceed to <RST> to pick up a Rebel commando team.,-1,,0x0000
6036,,Take a Rebel special-operations team to the <DSY> system and insert them onto <DST>. Use your cloaking device to avoid detection by the Confederation. Meet them again on <RST>.,-1,,0x0000
6037,,Take the Rebel commandos and their data to <RST> and meet with a Rebel liason there.,-1,,0x0000
6038,,Go to <RST> and investigate a Rebel raid there.,-1,,0x0000
6039,,Pursue the Rebels to <RST> and investigate the stolen weapon prototype.,-1,,0x0000
6040,,"Follow the Rebel theives to a pirate base in the <RSY> system, and watch out in case you encounter a Rebel cruiser that’s been sighted in the area.",-1,,0x0000
6041,,"With the help of a squadron of patrol ships, follow the Rebel theives to the <RSY> system and somehow land on <RST>.",-1,,0x0000
6042,,"Retreive the stolen particle beam from a Rebel freighter en route to Palshife in the Satori system, and then return in to the Confederation garrison on <RST>.",-1,,0x0000
6043,,Transport Confederation documents to <RST> in the <RSY> system.,-1,,0x0000
6044,,Transport Rebel parcels to <RST> in the <RSY> system.,-1,,0x0000
6045,,Take these parcels from Starbound Shipping to <RST> in the <RSY> system.,-1,,0x0000
6046,,Get these documents to <RST> by <DL>.,-1,,0x0000
6047,,"Go to <DST> and pick up a shipment of uridium, then take it to <RST> - watch out for mercenaries hired by Consolidated Express.",-1,,0x0000
6048,,Protect <SN> from Consolidated Express attacks as you make your way to <RST>.,-1,,0x0000
6049,,"Destroy a Consolidated Express convoy in the <RSY> system, and then go to <RST> for payment.",-1,,0x0000
6050,,Take these engineers to <RST>.,-1,,0x0000
6051,,"Go to <DST> and pick up some terraforming equipment, then bring it back to <RST>.",-1,,0x0000
6052,,"Go to <DST> and pick up some volunteer colonists, then bring them back to <RST>.",-1,,0x0000
6054,,"Go to <DST> and pick up a resupply shipment of <CT>, then bring it back to <RST>.",-1,,0x0000
6055,,Destroy or chase off all pirates in the <RSY> system.,-1,,0x0000
6056,,"Investigate a series of mysterious disappearances in the Nexus system, then go to <RST> for further orders.",-1,,0x0000
6057,,Lead a Rebel patrol through the Nexus system and all adjacent systems.,-1,,0x0000
6058,,"Rescue the Rebel spy Talmadge Renyolds from a Confed transport in the Barnard system, then take him safely to <RST>.",-1,,0x0000
6059,,"Go to <DST> and get vital records from the Great War, and bring them back to <RST>.",-1,,0x0000
6060,,"Locate a renegade alien fleet somewhere near the Trugati asteroid belt, and report back to <RST> with its location.",-1,,0x0000
6061,,Destroy the aliens and return to <RST>.,-1,,0x0000
6062,,"Investigate a series of mysterious ship disappearances in the Risa system, then go to <RST> for further orders.",-1,,0x0000
6063,,"Rendezvous with a Confed freighter convoy in the Kathoon system, and escort them to <RST> in the <RSY> system.",-1,,0x0000
6064,,"Rescue a Confed intelligence agent from <DST>, then proceed to a military briefing on <RST>.",-1,,0x0000
6065,,"Locate a renegade alien fleet somewhere near the Trugati asteroid belt, and report back to <RST> with its location.",-1,,0x0000
6066,,Destroy the aliens and return to <RST>.,-1,,0x0000
6071,,Escort a merchant courier to <RST> in the <RSY> system.,-1,,0x0000
6072,,Betray the Confederation by destroying the <SN>!,-1,,0x0000
6073,,"Deliver the stolen Kestrel subassemblies to <RST> in the <RSY> system. Or, if you want to be a do-gooder, just abort the mission.",-1,,0x0000
6075,,Pick up weapons from <DSY> and deliver them to <RST> in the <RSY> system.,-1,,0x0000
6076,,"Transport munitions to <DST> in the <DSY> system, avoiding Confed resistance, by <DL>.",-1,,0x0000
6077,,Transport waste materials to <DST> in the <DSY> system.,-1,,0x0000
6078,,Deliver medical supplies to <DST> in the <DSY> system by <DL>.,-1,,0x0000
6079,,Transport civilians from <DST> in the <DSY> system to <RST> in the <RSY> system by <DL>.,-1,,0x0000
6080,,Transport civilians from <DST> in the <DSY> system to <RST> in the <RSY> system by <DL>.,-1,,0x0000
6081,,Deliver UGE <CT> shipment to <DST> in <DSY> by <DL>.,-1,,0x0000
6082,,Deliver UGE shipment to <DST> in the <DSY> system by <DL>.,-1,,0x0000
6083,,This United Galactic Express must be delivered <CT> to <DST> in the <DSY> system by <DL>.,-1,,0x0000
6089,,Smuggle a UGE shipment of <CT> to <DST> in the <DSY> system and pawn the goods before <DL>.,-1,,0x0000
6092,,Retrieve a spy from <DST> in the <DSY> system and return him to <RST> in the <RSY> system before <DL>.,-1,,0x0000
6093,,Go to <DST> in the <DSY> system to have data analyzed.  Return the report to <RST> in the <RSY> system by <DL>.,-1,,0x0000
6094,,Search the systems near Ruby and retrieve munitions from the Rebel Cruiser.  Drop munitions in the <RSY> system.,-1,,0x0000
6095,,Search the systems near Arrakis and retrieve munitions from the Rebel Cruiser.  Drop munitions in the <RSY> system.,-1,,0x0000
6096,,Deliver industrial toxins to <DST> in the <DSY> system before <DL>.,-1,,0x0000
6097,,Deliver refined chemicals to <DST> in the <DSY> system.,-1,,0x0000
6098,,Deliver biological weapons to <DST> in the <DSY> system by <DL>.  Expect Rebel resistance.,-1,,0x0000
6099,,Locate and scan a Confederate fleet near the <RSY> system and report back to <RST> by <DL>.,-1,,0x0000
6100,,"Locate and destroy the defecting Confederation frigate <SN>, then return to <RST>.",-1,,0x0000
6101,,"Destroy a Rebel convoy in the <RSY> system, then land on <RST> for payment.",-1,,0x0000
6102,,Go to Earth and pickup the Rebel spy. Return her to Palshife.,-1,,0x0000
6103,,Take the SEAL team to Port Oread in the Tiber system.,-1,,0x0000
6104,,Pick up the Confed scientist on Ruby and return to Port Oread.,-1,,0x0000
6105,,Get the SEAL team to Astrodyne Outpost and then back to Palshife in the Satori system.,-1,,0x0000
6106,,Pickup the SEAL team on P-0805 and get them back to Palshife.,-1,,0x0000
6107,,"Find the Confed transport, board it, recover the weapon prototype, and return to Palshife.",-1,,0x0000
6108,,Deliver a passenger to <RST> in the <RSY> system.,-1,,0x0000
6109,,"Get documents from <DST> in the <DSY> system, and return to <RST>.",-1,,0x0000
6110,,"Rescue an Artemis agent from a disabled ship in the <RSY> system, then meet Lucas on <RST>.",-1,,0x0000
6111,,Take Joseph to Sauron to meet with the Hunters.,-1,,0x0000
